,path_or_url,file,line,text
40,/queue-master,/mnt/data/sock-shop/microservices-demo/deploy/docker-compose/docker-compose.yml,112,image: weaveworksdemos/queue-master:0.3.1
41,/var/run/docker,/mnt/data/sock-shop/microservices-demo/deploy/docker-compose/docker-compose.yml,115,- /var/run/docker.sock:/var/run/docker.sock
44,/payment,/mnt/data/sock-shop/microservices-demo/deploy/docker-compose/docker-compose.yml,137,image: weaveworksdemos/payment:0.4.3
45,/user,/mnt/data/sock-shop/microservices-demo/deploy/docker-compose/docker-compose.yml,146,image: weaveworksdemos/user:0.4.4
46,/user-db,/mnt/data/sock-shop/microservices-demo/deploy/docker-compose/docker-compose.yml,157,image: weaveworksdemos/user-db:0.4.0
48,/load-test,/mnt/data/sock-shop/microservices-demo/deploy/docker-compose/docker-compose.yml,170,image: weaveworksdemos/load-test:0.1.1
49,/etc/prometheus/alert,/mnt/data/sock-shop/microservices-demo/deploy/docker-compose/prometheus.yml,10,"- ""/etc/prometheus/alert.rules"""
50,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/complete-demo.yaml,7,apiVersion: apps/v1
51,/carts,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/complete-demo.yaml,26,image: weaveworksdemos/carts:0.4.8
52,/dev/urandom,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/complete-demo.yaml,29,value: -Xms64m -Xmx128m -XX:+UseG1GC -Djava.security.egd=file:/dev/urandom -Dspring.zipkin.enabled=false
53,/tmp,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/complete-demo.yaml,49,- mountPath: /tmp
54,/os,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/complete-demo.yaml,56,beta.kubernetes.io/os: linux
55,/scrape,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/complete-demo.yaml,63,prometheus.io/scrape: 'true'
60,/catalogue,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/complete-demo.yaml,151,image: weaveworksdemos/catalogue:0.3.5
61,/app,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/complete-demo.yaml,152,"command: [""/app""]"
62,/health,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/complete-demo.yaml,175,path: /health
67,/catalogue-db,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/complete-demo.yaml,224,image: weaveworksdemos/catalogue-db:0.3.0
70,/front-end,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/complete-demo.yaml,268,image: weaveworksdemos/front-end:0.3.12
74,/orders,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/complete-demo.yaml,340,image: weaveworksdemos/orders:0.4.7
83,/payment,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/complete-demo.yaml,465,image: weaveworksdemos/payment:0.4.3
89,/queue-master,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/complete-demo.yaml,535,image: weaveworksdemos/queue-master:0.3.1
95,/rabbitmq-exporter,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/complete-demo.yaml,606,image: kbudde/rabbitmq-exporter
98,/port,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/complete-demo.yaml,619,prometheus.io/port: '9090'
102,/shipping,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/complete-demo.yaml,707,image: weaveworksdemos/shipping:0.4.8
108,/user,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/complete-demo.yaml,778,image: weaveworksdemos/user:0.4.7
114,/user-db,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/complete-demo.yaml,852,image: weaveworksdemos/user-db:0.3.0
117,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-jaeger/jaeger.yaml,22,- apiVersion: apps/v1
118,/all-in-one,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-jaeger/jaeger.yaml,48,image: jaegertracing/all-in-one
119,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-jaeger/user-dep.yaml,2,apiVersion: apps/v1
120,/user,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-jaeger/user-dep.yaml,21,image: weaveworksdemos/user:0.4.7
121,http://zipkin.jaeger.svc.cluster.local:9411/api/v1/spans,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-jaeger/user-dep.yaml,35,value: http://zipkin.jaeger.svc.cluster.local:9411/api/v1/spans
122,/health,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-jaeger/user-dep.yaml,47,path: /health
124,/os,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-jaeger/user-dep.yaml,58,beta.kubernetes.io/os: linux
125,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-jaeger/catalogue-dep.yaml,2,apiVersion: apps/v1
126,/catalogue,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-jaeger/catalogue-dep.yaml,21,image: weaveworksdemos/catalogue:0.3.5
127,http://zipkin.jaeger.svc.cluster.local:9411/api/v1/spans,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-jaeger/catalogue-dep.yaml,24,value: http://zipkin.jaeger.svc.cluster.local:9411/api/v1/spans
128,/health,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-jaeger/catalogue-dep.yaml,45,path: /health
130,/os,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-jaeger/catalogue-dep.yaml,56,beta.kubernetes.io/os: linux
131,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-jaeger/payment-dep.yaml,2,apiVersion: apps/v1
132,/payment,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-jaeger/payment-dep.yaml,21,image: weaveworksdemos/payment:0.4.3
133,http://zipkin.jaeger.svc.cluster.local:9411/api/v1/spans,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-jaeger/payment-dep.yaml,33,value: http://zipkin.jaeger.svc.cluster.local:9411/api/v1/spans
134,/health,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-jaeger/payment-dep.yaml,45,path: /health
136,/os,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-jaeger/payment-dep.yaml,56,beta.kubernetes.io/os: linux
137,/v1beta1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-logging/fluentd-cr.yml,2,apiVersion: rbac.authorization.k8s.io/v1beta1
138,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-logging/kibana.yml,2,apiVersion: apps/v1
139,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-logging/elasticsearch.yml,2,apiVersion: apps/v1
140,/os,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-logging/elasticsearch.yml,26,beta.kubernetes.io/os: linux
141,/v1beta1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-logging/fluentd-crb.yml,2,apiVersion: rbac.authorization.k8s.io/v1beta1
142,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-logging/fluentd-daemon.yml,2,apiVersion: apps/v1
143,/log-server,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-logging/fluentd-daemon.yml,21,- image: weaveworksdemos/log-server
144,/var/lib/docker/containers,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-logging/fluentd-daemon.yml,28,mountPath: /var/lib/docker/containers
146,/os,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-logging/fluentd-daemon.yml,35,beta.kubernetes.io/os: linux
147,/etc/prometheus-rules/alert,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/04-prometheus-configmap.yaml,11,"- ""/etc/prometheus-rules/alert.rules"""
148,/var/run/secrets/kubernetes,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/04-prometheus-configmap.yaml,23,ca_file: /var/run/secrets/kubernetes.io/serviceaccount/ca.crt
149,/serviceaccount/ca,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/04-prometheus-configmap.yaml,23,ca_file: /var/run/secrets/kubernetes.io/serviceaccount/ca.crt
151,/serviceaccount/token,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/04-prometheus-configmap.yaml,24,bearer_token_file: /var/run/secrets/kubernetes.io/serviceaccount/token
156,/api/v1/nodes/,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/04-prometheus-configmap.yaml,44,replacement: /api/v1/nodes/${1}/proxy/metrics
157,/proxy/metrics,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/04-prometheus-configmap.yaml,44,replacement: /api/v1/nodes/${1}/proxy/metrics
163,/proxy/metrics/cadvisor,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/04-prometheus-configmap.yaml,60,replacement: /api/v1/nodes/${1}/proxy/metrics/cadvisor
164,/probe,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/04-prometheus-configmap.yaml,90,metrics_path: /probe
165,//,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/04-prometheus-configmap.yaml,144,replacement: ${1}://${2}${3}
166,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/21-grafana-dep.yaml,1,apiVersion: apps/v1
167,/grafana,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/21-grafana-dep.yaml,22,- image: grafana/grafana:7.5.5
168,/login,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/21-grafana-dep.yaml,42,path: /login
169,/var/lib/grafana,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/21-grafana-dep.yaml,48,mountPath: /var/lib/grafana
170,/os,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/21-grafana-dep.yaml,53,beta.kubernetes.io/os: linux
171,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/03-prometheus-crb.yaml,2,apiVersion: rbac.authorization.k8s.io/v1
172,/component,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/24-prometheus-node-exporter-sa.yaml,5,app.kubernetes.io/component: exporter
173,/name,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/24-prometheus-node-exporter-sa.yaml,6,app.kubernetes.io/name: node-exporter
174,https://www.weave.works/prometheus-and-kubernetes-monitoring-your-applications/,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/05-prometheus-alertrules.yaml,2,# * https://www.weave.works/prometheus-and-kubernetes-monitoring-your-applications/
175,https://grafana.net/dashboards/162,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/05-prometheus-alertrules.yaml,3,# * https://grafana.net/dashboards/162
176,/A,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/20-grafana-configmap.yaml,100,"""text"": ""N/A"","
180,/span,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/20-grafana-configmap.yaml,245,"""content"": ""<img src=\""http://prometheus.io/assets/prometheus_logo_grey.svg\"" alt=\""Prometheus logo\"" style=\""height: 40px;\"">\n<span style=\""font-family: 'Open Sans', 'Helvetica Neue', Helvetica; font-size: 25px;vertical-align: text-top;color: #bbbfc2;margin-left: 10px;\"">Prometheus</span>\n\n<p style=\""margin-top: 10px;\"">You're using Prometheus, an open-source systems monitoring and alerting toolkit originally built at SoundCloud. For more information, check out the <a href=\""http://www.grafana.org/\"">Grafana</a> and <a href=\""http://prometheus.io/\"">Prometheus</a> projects.</p>"","
181,http://www.grafana.org/\,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/20-grafana-configmap.yaml,245,"""content"": ""<img src=\""http://prometheus.io/assets/prometheus_logo_grey.svg\"" alt=\""Prometheus logo\"" style=\""height: 40px;\"">\n<span style=\""font-family: 'Open Sans', 'Helvetica Neue', Helvetica; font-size: 25px;vertical-align: text-top;color: #bbbfc2;margin-left: 10px;\"">Prometheus</span>\n\n<p style=\""margin-top: 10px;\"">You're using Prometheus, an open-source systems monitoring and alerting toolkit originally built at SoundCloud. For more information, check out the <a href=\""http://www.grafana.org/\"">Grafana</a> and <a href=\""http://prometheus.io/\"">Prometheus</a> projects.</p>"","
182,/a,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/20-grafana-configmap.yaml,245,"""content"": ""<img src=\""http://prometheus.io/assets/prometheus_logo_grey.svg\"" alt=\""Prometheus logo\"" style=\""height: 40px;\"">\n<span style=\""font-family: 'Open Sans', 'Helvetica Neue', Helvetica; font-size: 25px;vertical-align: text-top;color: #bbbfc2;margin-left: 10px;\"">Prometheus</span>\n\n<p style=\""margin-top: 10px;\"">You're using Prometheus, an open-source systems monitoring and alerting toolkit originally built at SoundCloud. For more information, check out the <a href=\""http://www.grafana.org/\"">Grafana</a> and <a href=\""http://prometheus.io/\"">Prometheus</a> projects.</p>"","
183,http://prometheus.io/\,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/20-grafana-configmap.yaml,245,"""content"": ""<img src=\""http://prometheus.io/assets/prometheus_logo_grey.svg\"" alt=\""Prometheus logo\"" style=\""height: 40px;\"">\n<span style=\""font-family: 'Open Sans', 'Helvetica Neue', Helvetica; font-size: 25px;vertical-align: text-top;color: #bbbfc2;margin-left: 10px;\"">Prometheus</span>\n\n<p style=\""margin-top: 10px;\"">You're using Prometheus, an open-source systems monitoring and alerting toolkit originally built at SoundCloud. For more information, check out the <a href=\""http://www.grafana.org/\"">Grafana</a> and <a href=\""http://prometheus.io/\"">Prometheus</a> projects.</p>"","
185,/p,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/20-grafana-configmap.yaml,245,"""content"": ""<img src=\""http://prometheus.io/assets/prometheus_logo_grey.svg\"" alt=\""Prometheus logo\"" style=\""height: 40px;\"">\n<span style=\""font-family: 'Open Sans', 'Helvetica Neue', Helvetica; font-size: 25px;vertical-align: text-top;color: #bbbfc2;margin-left: 10px;\"">Prometheus</span>\n\n<p style=\""margin-top: 10px;\"">You're using Prometheus, an open-source systems monitoring and alerting toolkit originally built at SoundCloud. For more information, check out the <a href=\""http://www.grafana.org/\"">Grafana</a> and <a href=\""http://prometheus.io/\"">Prometheus</a> projects.</p>"","
186,http://www.grafana.org/docs,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/20-grafana-configmap.yaml,625,"""url"": ""http://www.grafana.org/docs"""
187,http://prometheus.io/docs/introduction/overview/,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/20-grafana-configmap.yaml,632,"""url"": ""http://prometheus.io/docs/introduction/overview/"""
218,/5xx,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/20-grafana-configmap.yaml,2739,"""legendFormat"": ""4xx/5xx"","
231,http://prometheus:9090,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/20-grafana-configmap.yaml,4168,"""url"": ""http://prometheus:9090"","
232,https://github.com/rfrail3/grafana-dashboards,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/20-grafana-configmap.yaml,4249,"""url"": ""https://github.com/rfrail3/grafana-dashboards"""
233,https://grafana.com/grafana/dashboards/1860,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/20-grafana-configmap.yaml,4256,"""url"": ""https://grafana.com/grafana/dashboards/1860"""
249,/name,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/10-kube-state-sa.yaml,5,app.kubernetes.io/name: kube-state-metrics
250,/version,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/10-kube-state-sa.yaml,6,app.kubernetes.io/version: 2.1.0
251,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/06-prometheus-dep.yaml,1,apiVersion: apps/v1
252,/prometheus,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/06-prometheus-dep.yaml,25,image: prom/prometheus:v2.26.0
253,/etc/prometheus/prometheus,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/06-prometheus-dep.yaml,28,- '--config.file=/etc/prometheus/prometheus.yml'
254,/etc/prometheus,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/06-prometheus-dep.yaml,34,mountPath: /etc/prometheus
255,/etc/prometheus-rules,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/06-prometheus-dep.yaml,36,mountPath: /etc/prometheus-rules
256,/os,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/06-prometheus-dep.yaml,45,beta.kubernetes.io/os: linux
257,/scrape,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/07-prometheus-svc.yaml,5,prometheus.io/scrape: 'true'
258,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/11-kube-state-cr.yaml,1,apiVersion: rbac.authorization.k8s.io/v1
259,/name,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/11-kube-state-cr.yaml,5,app.kubernetes.io/name: kube-state-metrics
260,/version,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/11-kube-state-cr.yaml,6,app.kubernetes.io/version: 2.1.0
261,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/23-grafana-import-dash-batch.yaml,1,apiVersion: batch/v1
262,/init-containers,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/23-grafana-import-dash-batch.yaml,17,pod.beta.kubernetes.io/init-containers: '[
263,/tiny-tools,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/23-grafana-import-dash-batch.yaml,20,"""image"": ""giantswarm/tiny-tools"","
264,/var/run/secrets/kubernetes,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/23-grafana-import-dash-batch.yaml,22,"""command"": [""fish"", ""-c"", ""echo \""waiting for endpoints...\""; while true; set endpoints (curl -s --cacert /var/run/secrets/kubernetes.io/serviceaccount/ca.crt --header \""Authorization: Bearer \""(cat /var/run/secrets/kubernetes.io/serviceaccount/token) https://kubernetes.default.svc/api/v1/namespaces/monitoring/endpoints/grafana); echo $endpoints | jq \"".\""; if test (echo $endpoints | jq -r \"".subsets[].addresses | length\"") -gt 0; exit 0; end; echo \""waiting...\"";sleep 1; end""],"
265,/serviceaccount/ca,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/23-grafana-import-dash-batch.yaml,22,"""command"": [""fish"", ""-c"", ""echo \""waiting for endpoints...\""; while true; set endpoints (curl -s --cacert /var/run/secrets/kubernetes.io/serviceaccount/ca.crt --header \""Authorization: Bearer \""(cat /var/run/secrets/kubernetes.io/serviceaccount/token) https://kubernetes.default.svc/api/v1/namespaces/monitoring/endpoints/grafana); echo $endpoints | jq \"".\""; if test (echo $endpoints | jq -r \"".subsets[].addresses | length\"") -gt 0; exit 0; end; echo \""waiting...\"";sleep 1; end""],"
267,/serviceaccount/token,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/23-grafana-import-dash-batch.yaml,22,"""command"": [""fish"", ""-c"", ""echo \""waiting for endpoints...\""; while true; set endpoints (curl -s --cacert /var/run/secrets/kubernetes.io/serviceaccount/ca.crt --header \""Authorization: Bearer \""(cat /var/run/secrets/kubernetes.io/serviceaccount/token) https://kubernetes.default.svc/api/v1/namespaces/monitoring/endpoints/grafana); echo $endpoints | jq \"".\""; if test (echo $endpoints | jq -r \"".subsets[].addresses | length\"") -gt 0; exit 0; end; echo \""waiting...\"";sleep 1; end""],"
268,https://kubernetes.default.svc/api/v1/namespaces/monitoring/endpoints/grafana);,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/23-grafana-import-dash-batch.yaml,22,"""command"": [""fish"", ""-c"", ""echo \""waiting for endpoints...\""; while true; set endpoints (curl -s --cacert /var/run/secrets/kubernetes.io/serviceaccount/ca.crt --header \""Authorization: Bearer \""(cat /var/run/secrets/kubernetes.io/serviceaccount/token) https://kubernetes.default.svc/api/v1/namespaces/monitoring/endpoints/grafana); echo $endpoints | jq \"".\""; if test (echo $endpoints | jq -r \"".subsets[].addresses | length\"") -gt 0; exit 0; end; echo \""waiting...\"";sleep 1; end""],"
270,/bin/sh,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/23-grafana-import-dash-batch.yaml,30,"command: [""/bin/sh"", ""-c""]"
271,/opt/grafana-import-dashboards,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/23-grafana-import-dash-batch.yaml,31,workingDir: /opt/grafana-import-dashboards
272,http://admin:admin@grafana/api/datasources,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/23-grafana-import-dash-batch.yaml,38,--request POST http://admin:admin@grafana/api/datasources \
273,/json,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/23-grafana-import-dash-batch.yaml,39,"--header ""Content-Type: application/json"" \"
275,http://admin:admin@grafana/api/dashboards/import,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/23-grafana-import-dash-batch.yaml,49,--request POST http://admin:admin@grafana/api/dashboards/import \
279,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/08-prometheus-exporter-disk-usage-ds.yaml,1,apiVersion: apps/v1
280,/mnt,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/08-prometheus-exporter-disk-usage-ds.yaml,9,The container `read-du` reads in sizes of all directories below /mnt and writes that to `/tmp/metrics`. It only reports directories larger then `100M` for now.
281,/tmp/metrics,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/08-prometheus-exporter-disk-usage-ds.yaml,9,The container `read-du` reads in sizes of all directories below /mnt and writes that to `/tmp/metrics`. It only reports directories larger then `100M` for now.
282,/metrics,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/08-prometheus-exporter-disk-usage-ds.yaml,10,The other container `caddy` just hands out the contents of that file on request via `http` on `/metrics` at port `9102` which are the defaults for Prometheus.
284,/scrape,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/08-prometheus-exporter-disk-usage-ds.yaml,22,prometheus.io/scrape: 'true'
285,/port,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/08-prometheus-exporter-disk-usage-ds.yaml,23,prometheus.io/port: '9102'
290,/tiny-tools,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/08-prometheus-exporter-disk-usage-ds.yaml,33,image: giantswarm/tiny-tools
292,/tmp/metrics-temp,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/08-prometheus-exporter-disk-usage-ds.yaml,45,>> /tmp/metrics-temp
295,/mnt/var,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/08-prometheus-exporter-disk-usage-ds.yaml,52,mountPath: /mnt/var
296,/tmp,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/08-prometheus-exporter-disk-usage-ds.yaml,55,mountPath: /tmp
297,/caddy,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/08-prometheus-exporter-disk-usage-ds.yaml,57,image: dockermuenster/caddy:0.9.3
298,/var/www,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/08-prometheus-exporter-disk-usage-ds.yaml,61,"- ""-root=/var/www"""
